,osm_id,timestamp,name,type,geometry,lat,long
151,47005463.0,,C2 Learning Center,school,POINT (-122.0473136 47.54426),47.54426,-122.0473136
152,58411152.0,,Northern Lights Montessori,school,POINT (-122.1267721 47.6780136),47.6780136,-122.1267721
153,58411300.0,,44 School of Music,school,POINT (-122.1266929 47.6756081),47.6756081,-122.1266929
154,130911106.0,,University of Washington - Professional & Contin,university,POINT (-122.3358609 47.6087111),47.6087111,-122.3358609
155,133597493.0,,Frog Legs Kids Culinary Academy,school,POINT (-122.2099599 47.6789193),47.6789193,-122.2099599
156,133600293.0,,Al Studio Fine Art Classes,school,POINT (-122.2102687 47.6871693),47.6871693,-122.2102687
157,223538272.0,,Gage Academy of Art,school,POINT (-122.3206875 47.6326276),47.6326276,-122.3206875
158,244203056.0,,Vuu's Beauty School,school,POINT (-122.3219892 47.5982068),47.5982068,-122.3219892
159,290915033.0,,Mingyuan Evergreen Chinese School,school,POINT (-122.3277253 47.6606447),47.6606447,-122.3277253
160,466059441.0,,Cascade Vista Baptist School,school,POINT (-122.1874514 47.4151508),47.4151508,-122.1874514
161,488774541.0,,Cascade K-8 Community School,school,POINT (-122.2996545 47.7746694),47.7746694,-122.2996545
162,494587924.0,,Brightmont Academy,school,POINT (-122.1217377 47.6701418),47.6701418,-122.1217377
163,494629432.0,,C2 Education,school,POINT (-122.111404 47.6703527),47.6703527,-122.111404
164,497830339.0,,Coder Camp,school,POINT (-122.1212802 47.6717222),47.6717222,-122.1212802
165,582189930.0,,Country Village Day School,school,POINT (-122.212189 47.5775598),47.5775598,-122.212189
166,614028873.0,,Kumon Math & Reading of Renton Highlands,school,POINT (-122.15702 47.4877797),47.4877797,-122.15702
167,642997643.0,,Kumon Math & Reading Center,school,POINT (-122.0155066 47.5436163),47.5436163,-122.0155066
168,689296684.0,,The Children's Garden School,school,POINT (-122.0252082 47.4878066),47.4878066,-122.0252082
169,785429432.0,,Safe N Sound Swimming,school,POINT (-122.3400044 47.6369465),47.6369465,-122.3400044
170,857790925.0,,Academy Schools,school,POINT (-122.2556016 47.472437),47.472437,-122.2556016
171,867404284.0,,Chrysalis North Campus,school,POINT (-122.1586768 47.7435362),47.7435362,-122.1586768
172,867404285.0,,Crysalis School,school,POINT (-122.1535128 47.751072),47.751072,-122.1535128
173,954545631.0,,Eastside Children's Academy,school,POINT (-122.1878763 47.6238497),47.6238497,-122.1878763
174,983662449.0,,Kumon,school,POINT (-122.1656631 47.6287477),47.6287477,-122.1656631
175,983663486.0,,Step Computer Academy,school,POINT (-122.1646358 47.6289484),47.6289484,-122.1646358
176,1072017731.0,,Washington Technology University,college,POINT (-122.1902915 47.6120672),47.6120672,-122.1902915
177,1264524125.0,,Young Child Academy,school,POINT (-122.3457491 47.6248531),47.6248531,-122.3457491
178,1288726190.0,,The Bridge School,school,POINT (-122.3477103 47.4661374),47.4661374,-122.3477103
179,1288727443.0,,Highline Tutuering & Testing Center,school,POINT (-122.3382671 47.4666526),47.4666526,-122.3382671
180,1288727560.0,,DT&T Nursing School,school,POINT (-122.3361131 47.4662036),47.4662036,-122.3361131
181,1364017016.0,,Kre-8-ive Kids International Academy,school,POINT (-122.3345366 47.4635897),47.4635897,-122.3345366
182,1364017038.0,,Momentum Music & Dance Academy,school,POINT (-122.3358992 47.4609821),47.4609821,-122.3358992
183,1383251925.0,,New Discovery School,school,POINT (-122.3177075 47.6811729),47.6811729,-122.3177075
184,1973297693.0,,4 4 School of Music,school,POINT (-122.2151584 47.7900026),47.7900026,-122.2151584
185,2017127311.0,,University of Phoenix - Western Washington Campu,university,POINT (-122.2464969 47.4683963),47.4683963,-122.2464969
186,2145095778.0,,Academy of Interactive Entertainment,college,POINT (-122.3505371 47.6218374),47.6218374,-122.3505371
187,-2129218966.0,,Woodinville Montessori School,school,POINT (-122.1832909 47.7669023),47.7669023,-122.1832909
188,-2072778406.0,,International Friends School,school,POINT (-122.174274 47.6153804),47.6153804,-122.174274
189,-1852665004.0,,Girls Rock Math,school,POINT (-122.3245483 47.5971832),47.5971832,-122.3245483
190,-1852664903.0,,Puget Sound Community School,school,POINT (-122.3241284 47.5963408),47.5963408,-122.3241284
191,-1809579376.0,,St. Nicholas School,school,POINT (-122.3211618 47.6255239),47.6255239,-122.3211618
192,-732686722.0,,Nursing Assitant Traiing Institute,college,POINT (-122.344804 47.7616336),47.7616336,-122.344804
193,-732686721.0,,Toni & Guy Hairdressing Academy,college,POINT (-122.3446077 47.7617219),47.7617219,-122.3446077
194,-686401707.0,,Angelfish Swimming,school,POINT (-122.1868182 47.6908054),47.6908054,-122.1868182
195,-156528240.0,,Seattle Waldorf High School,school,POINT (-122.2648197 47.6873965),47.6873965,-122.2648197
196,64162559.0,,Seattle Waldorf High School,school,POINT (-122.2648085 47.6875556),47.6875556,-122.2648085
